ID,Poem Name,Poem Number,Poem Line,Metaphor Present,Count of the Metaphors,Metaphoric Terms,Metaphor Type,Source Domain,Target Domain,Interpretation,Year,Poet
123,හ‌ංස සන්දේශය,119,නිල කරවත තුනු පැහැයෙන් ගිරි රඟ ත,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
124,හ‌ංස සන්දේශය,119,උණු කරවත දස සත කිරණින් දිග ත,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
125,හ‌ංස සන්දේශය,126,මිහිලොල් බිඟු සරේය වන ස රේය,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
126,හ‌ංස සන්දේශය,126,ගඟුලැල් වැද සිරේය ගිරි සි රේය,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
127,හ‌ංස සන්දේශය,126,පිපිමල් සපුතුරේය විසිතු රේය,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
128,හ‌ංස සන්දේශය,126,වනකල් සඳ කෙරේය ලොබ කෙ රේය,true,1,වන කල්සඳ,standard,"කල්සඳ, උතුම් කාන්තාව","වන, වනය",වනය නමැති උතුම් කාන්තාව,කෝට්ටේ යුගය,අවිනිශ්චිතය
129,හ‌ංස සන්දේශය,127,ගිරි නිල් මල්රඟාය පිල්න ඟාය,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
130,හ‌ංස සන්දේශය,127,කැරැ සෙබඩුන් ළඟාය මන රඟාය,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
131,හ‌ංස සන්දේශය,127,රිවි දෙව් හට රඟාය ගිරි රඟාය,true,1,රිවි දෙව්,standard,"දෙව්, දෙවියන්","රිවි, හිරු",හිරු දෙවියන්,කෝට්ටේ යුගය,අවිනිශ්චිතය
132,හ‌ංස සන්දේශය,127,සිටි මොනරුන් මඟාය වන මඟාය,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
133,හ‌ංස සන්දේශය,129,පැතිරෙන ගගුලැලී ලෙල තුරු සළු සිලී,true,1,ගගුලැලී ලෙල තුරු සළු,standard,"ලෙල තුරු සළු, සැලෙන උතුරු සළු","ගගුලැලී, දිය ඇලි",දිය ඇලි නමැති සැලෙන උතුරු සළු,කෝට්ටේ යුගය,අවිනිශ්චිතය
134,හ‌ංස සන්දේශය,129,කසමල් හෙල්මැලී මිණි බරණින් දීලී,true,1,කසමල් හෙල්මැලී මිණි බරණින්,standard,"මිණි බරණ, මැණික් ආභරණ","කසමල් හෙල්මැලී, කස මල් හා ඕලු මල්",කස මල් හා ඕලු මල් නමැති මැණික් ආභරණ,කෝට්ටේ යුගය,අවිනිශ්චිතය
135,හ‌ංස සන්දේශය,129,රන හස වැළ කුළි බද මිණි මේ කලී,true,1,රන හස වැළ කුළි බද මිණි මේ කලී,standard,"කුළි බද මිණි මේ කලී, උකුළෙහි බඳින මණි මෙවුල","රන හස වැළ, රණ හංස පංතිය",රණ හංස පංතිය නමැති උකුළෙහි බඳින මණි මෙවුල,කෝට්ටේ යුගය,අවිනිශ්චිතය
136,හ‌ංස සන්දේශය,129,විලසක ලෙස බලී බල සැදි වන වීලී,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
137,හ‌ංස සන්දේශය,131,වුවන කමල් ගතා රනලිය සිරි ග තා,true,2,වුවන කමල්,standard,"කමල්, නෙලුම් මල්","වුවන, මුහුණ",මුහුණ නමැති නෙලුම් මල්,කෝට්ටේ යුගය,අවිනිශ්චිතය
138,හ‌ංස සන්දේශය,131,වුවන කමල් ගතා රනලිය සිරි ග තා,true,2,ගතා රනලිය,standard,"ගත, ශරීරය","රනලිය, රන් වැල්",ශරීරය නමැති රන් වැල්,කෝට්ටේ යුගය,අවිනිශ්චිතය
139,හ‌ංස සන්දේශය,131,අඩ සඳ නළලතා බඳ මල් මුතු ල තා,true,1,අඩ සඳ නළල,standard,අඩ සඳ,නළල,නළල නමැති අඬ සඳ,කෝට්ටේ යුගය,අවිනිශ්චිතය
140,හ‌ංස සන්දේශය,131,වියොවග යුද පතා ඇවිදින නිති ප තා,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
141,හ‌ංස සන්දේශය,131,දැක වනසර කතා අස පිය රස ක තා,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
142,හ‌ංස සන්දේශය,144,රැඳී ගුවන් කල කිරි වලා සුනුවමින් හෙළ සිරිසුලා වන හිසින් ,true,1,කිරි වලා වන හිසින් ,,"වන හිසින්, කැලෑ මුදුනින්","කිරි වලා, සුදු වළාකුළු",සුදු වළාකුළු නමැති කැලෑ මුදුනින්,කෝට්ටේ යුගය,අවිනිශ්චිතය
143,හ‌ංස සන්දේශය,144,මඳ පවන ලා එන පහත් ලොද රොන් බලා,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
144,හ‌ංස සන්දේශය,145,දිලි ගඟුල් හැලි ඔසරි ලා,true,1,ගඟුල් හැලි ඔසරිලා,standard,ගඟුල් හැලි ඔසරිලා,ගඟුල් හැලි ඔසරිලා,දිය ඇලි නමැති ඔසරිය,කෝට්ටේ යුගය,අවිනිශ්චිතය
145,හ‌ංස සන්දේශය,145,සැදි නිමල් වන සිරි කලා,true,1,වන සිරි කලා,standard,"සිරි කලා, ශ්‍රීයා කාන්තාව","වන, වනය ",වනය නමැති ශ්‍රීයා කාන්තාව,කෝට්ටේ යුගය,අවිනිශ්චිතය
146,හ‌ංස සන්දේශය,145,ඇඳි දුහුල් ලෙස මනකලා,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
147,හ‌ංස සන්දේශය,145,දැක විසල් සුදු වැලි තලා,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
148,හ‌ංස සන්දේශය,161,මිහිඹ මුව මඬල මෙන් දිලෙන හැම විට,true,1,මිහිඹ,standard,"අඹ, කාන්තාව","මිහි, පොළොව",පොළොව නමැති කාන්තාව,කෝට්ටේ යුගය,අවිනිශ්චිතය
149,හ‌ංස සන්දේශය,161,දුලඹ ඉසුරු පිරි සැදි ඒ වෙහෙර සිට,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
150,හ‌ංස සන්දේශය,161,කිරඹ පොකුරු මී රස ලැබ බොන ලෙසට,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
151,හ‌ංස සන්දේශය,161,නරඹ මිතුර තගෙ නෙත සිත සතුටු කොට,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
152,හ‌ංස සන්දේශය,167,කෙළනා බිඟු රැවින් බුදු මතුරු දපමි න,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
153,හ‌ංස සන්දේශය,167,සිටිනා තුරු වෙහෙර අතු අතිනි මල් ගෙ න,true,1,අතු අතිනි,standard,"අතිනි, අත්",අතු,අතු නමැති අත්,කෝට්ටේ යුගය,අවිනිශ්චිතය
154,හ‌ංස සන්දේශය,167,යතිනා යක එහිමි බුදු බව ලබන දි න,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
155,හ‌ංස සන්දේශය,167,සිටිනා වැනිය පිට දෙන ලෙසට පතමි න,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
156,හ‌ංස සන්දේශය,169,දුටු සත සිත සතුටු වන ලෙසට නිතියෙ නි,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
157,හ‌ංස සන්දේශය,169,සත රත එකට සමකර බෙර ඇසක් මෙ නි,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
158,හ‌ංස සන්දේශය,169,පැහැපත සුද නොහළ වැලි අතුළ මළු තැ නි,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
159,හ‌ංස සන්දේශය,169,මිහි කත සඳන ලෙළුව් දුන් උර මඬල වැ නි,true,1,මිහි කත,standard,"කත, කාන්තාව","මිහි, පොළොව",පොළොව නමැති කාන්තාව,කෝට්ටේ යුගය,අවිනිශ්චිතය
160,හ‌ංස සන්දේශය,175,සසරණ පිවිස විඳිනා දුක් ඉමෙක් නැ ති,true,1,සසරණ,standard,"අණ, සාගරය","සසර, සංසාර",සංසාරය නමැති සාගරය,කෝට්ටේ යුගය,අවිනිශ්චිතය
161,හ‌ංස සන්දේශය,175,තිසරණ පිණිස වඩමින් තම සිතෙයි බැ ති,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
162,හ‌ංස සන්දේශය,175,දෙසරණ සිරස කැරැ වැඳ ගුරුවරුන් නි ති,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
163,හ‌ංස සන්දේශය,175,නිසබණ විනිස සමහර සඟගණ අස ති,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
164,හ‌ංස සන්දේශය,177,සොඳුරු පොරණ ඇදුරොල් නොහැර පිවිතු රු,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
165,හ‌ංස සන්දේශය,177,විදුරු නැණින් පිරිසිඳ දුරැර මොහඳු රු,true,1,විදුරු නැණින්,standard,"විදුරු, දියමන්ති","නැණ, නුවණ","වජිර ඥානය, දියමන්ති නුවණ",කෝට්ටේ යුගය,අවිනිශ්චිතය
166,හ‌ංස සන්දේශය,177,මියුරු බසින් සැක හැර දෙසන පිවිතු රු,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
167,හ‌ංස සන්දේශය,177,ගැඹුරු විජම් පෙත් අසති සමඟ රු,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
168,හ‌ංස සන්දේශය,183,දද යුත් ගත් පවනින් ලෙල දෙන අඹ ර,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
169,හ‌ංස සන්දේශය,183,පැහැපත් කොත් කිරණින් දුරු කළ අඳු ර,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
170,හ‌ංස සන්දේශය,183,දැක නෙත් සිත් තුටු කෙරෙමින් මුනි මැඳු ර,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
171,හ‌ංස සන්දේශය,183,කුසලත් පත් කර තර සසර සමුදු ර,true,1,සසර සමුදුර,standard,"සමුදුර, සාගරය","සසර, සංසාර",සංසාරය නමැති සාගරය,කෝට්ටේ යුගය,අවිනිශ්චිතය
172,හ‌ංස සන්දේශය,184,උඳු රුදු කඳ වෙළෙප් සුර සිඳු සේම සුදු,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
173,හ‌ංස සන්දේශය,184,මුදු දලු නිල් කොළින් විදු ගත කුළෙක බ ඳු,true,1,සුර සිඳු,standard,"සිඳු, ගංගාව, ගඟ","සුර, ආකාශය, අහස","ආකාශ ගංගාව, අහස් ගඟ",කෝට්ටේ යුගය,අවිනිශ්චිතය
174,හ‌ංස සන්දේශය,184,බුදු නුදු විසින් පුද කළ බැවිනි පරසි දු,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
175,හ‌ංස සන්දේශය,184,වඳු සිත තොසන් මුනිඳුන් පිටදුන් දුමි ඳු,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
176,හ‌ංස සන්දේශය,186,දුල් සියපත් පතුල් නිරිඳුන් මුදුන් මල් කළ,true,1,සියපත් පතුල්,standard,"සියපත්, නෙලුම් මල්","පතුල්, පාද",නෙලුම් මල් පාද,කෝට්ටේ යුගය,අවිනිශ්චිතය
177,හ‌ංස සන්දේශය,186,නුවණින් සියල් විදු දනහට මුදුන් ව න,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
178,හ‌ංස සන්දේශය,186,තිළිණෙන් සුරබි සුරතුරු රඟ අඳුන් ව න,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
179,හ‌ංස සන්දේශය,186,නිවරද තමා බස ඇමට ම කළ අමා රස,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
180,හ‌ංස සන්දේශය,189,වෙසෙසින් සුතුරු අබිදම් ගං වැද සත ත,true,1,සුතුරු අබිදම් ගං,standard,"ගං, ගංගා","සුතුරු අබිදම්, සූත්‍ර අභිධර්ම",සූත්‍ර අභිධර්ම නමැති ගංගා,කෝට්ටේ යුගය,අවිනිශ්චිතය
181,හ‌ංස සන්දේශය,189,පිරෙමින් පැතිර සිටිනා නොදැක වෙරළ ත,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
182,හ‌ංස සන්දේශය,189,සැදි නන් නය විනය සමුදුර ගැඹුර ඇ ත,true,1,විනය සමුදුර,standard,"සමුදුර, සාගරය",විනය,විනය නමැති සාගරය,කෝට්ටේ යුගය,අවිනිශ්චිතය
183,හ‌ංස සන්දේශය,189,ඔහු මින් තිමිංගල මින් නොකෙළි තැන් නැ ත,true,1,මින් තිමිංගල මින්,standard,"තිමිංගල මින්, තිමිංගල මත්ස්‍යයා, විශාල මත්ස්‍යයා ","මින්, ඥාණය ","ඥාණය නැමැති තිමිංගල මත්ස්‍යයා, ඥාණය නැමැති විශාල මත්ස්‍යයා",කෝට්ටේ යුගය,අවිනිශ්චිතය
184,හ‌ංස සන්දේශය,191,විසඹ සරණ සසුනඹරට රිවි මඬල,true,2,සසුනඹර,standard,"අඹර, ආකාශය, අහස","සසුන, බුද්ධ ශාසනය",බුද්ධ ශාසනය නමැති ආකාශය,කෝට්ටේ යුගය,අවිනිශ්චිතය
185,හ‌ංස සන්දේශය,191,විසඹ සරණ සසුනඹරට රිවි මඬල,true,2,රිවි මඬල,standard,"රිවි මඬල, සූර්ය මණ්ඩලය","ඔහු, උන්වහන්සේ","උන්වහන්සේ සූර්ය මණ්ඩලයකි, ඔහු සූර්ය මණ්ඩලයකි",කෝට්ටේ යුගය,අවිනිශ්චිතය
186,හ‌ංස සන්දේශය,191,සත අසරණ ගිම් නිවුමට සඳ මඬල,true,2,අසරණ ගිම්,standard,"ගිම්, ග්‍රීෂ්මය","අසරණ, අසරණකම",අසරණකම නමැති ග්‍රීෂ්මය,කෝට්ටේ යුගය,අවිනිශ්චිතය
187,හ‌ංස සන්දේශය,191,සත අසරණ ගිම් නිවුමට සඳ මඬල,true,2,සඳ මඬල,standard,"සඳ මඬල, චන්ද්‍ර මණ්ඩලය","ඔහු, උන්වහන්සේ","උන්වහන්සේ චන්ද්‍ර මණ්ඩලයකි, ඔහු චන්ද්‍ර මණ්ඩලයකි",කෝට්ටේ යුගය,අවිනිශ්චිතය
188,හ‌ංස සන්දේශය,191,නැණලු සරණ ඔහු තෙපලට හිමි මඬල,true,1,ඔහු තෙපලට හිමි මඬල,standard,"තෙපලට හිමි මඬල, වචනයට ස්වාමි","ඔහු, උන්වහන්සේ","උන්වහන්සේ වචනයට ස්වාමියකි, ඔහු වචනයට ස්වාමියකි",කෝට්ටේ යුගය,අවිනිශ්චිතය
189,හ‌ංස සන්දේශය,191,හැම වියරණ ඔහු නැණ කෙළි කෙළි මඬල,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
190,හ‌ංස සන්දේශය,193,ඇසට පෙනෙන මිස දිව ඉසිවර කෙනෙ කී,true,1,ඉසිවර කෙනෙකී,standard,"ඉසිවර කෙනෙකී, දිව්‍ය සෘෂිවරයෙකි","ඔහු, උන්වහන්සේ","උන්වහන්සේ දිව්‍ය සෘෂිවරයෙකි, ඔහු දිව්‍ය සෘෂිවරයෙකි",කෝට්ටේ යුගය,අවිනිශ්චිතය
191,හ‌ංස සන්දේශය,193,බසට ඔහුගෙ ලොව නැත සරිවන රසෙ කී,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
192,හ‌ංස සන්දේශය,193,දෙසැට දිටුම විමසා නුවණින් නිසැ කි,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
193,හ‌ංස සන්දේශය,193,දසට පොරණ ඔහු වරදැයි හළ දෙයෙ කි,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
194,හ‌ංස සන්දේශය,200,පත් සතතහු මෙත් සිතැනහු කිත් කොත හු ,true,1,කිත් කොතහු,standard,"කොතහු, කොඩිය","කිත්, කීර්තිය",කීර්තිය නමැති කොඩිය,කෝට්ටේ යුගය,අවිනිශ්චිතය
195,හ‌ංස සන්දේශය,200,දෙත් සමතහු ලත් ගත් සැපතහු සත්සිත හු,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
196,හ‌ංස සන්දේශය,200,ගත් සමතහු සත් සිරිතහු සෙත් පත හු,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
197,හ‌ංස සන්දේශය,200,නත් සත තහු මුත් කෙවනහු වනත් ඔ හු,false,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
198,කව්සිළුමිණ,41,කෝ දෙලෙහොද වැඩි විපක් දලනිදු සිඳුනා ,true,2,කෝ දෙලෙ,standard,"දෙලෙ, ජලය","කෝ, ක්‍රෝධය ",ක්‍රෝධය නමැති ජලය,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
199,කව්සිළුමිණ,41,කෝ දෙලෙහොද වැඩි විපක් දලනිදු සිඳුනා ,true,2,විපක් දලනිදු,standard,"දලනිදු, මුහුද","විපක්, සතුරා ",සතුරා නමැති මුහුද,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
200,කව්සිළුමිණ,41,වළබදල කාලබ පෑ පතළ තද තෙදෙ නරවරා,false,0,,,,,,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
201,කව්සිළුමිණ,43,රුපුනඹුවන් මත කෙතැ ඔහු ශතද බිජුනි දුනු ,true,2,මත කෙතැ,standard,"කෙතැ, කෙත","මත, සිත",සිත නමැති කෙත,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
202,කව්සිළුමිණ,43,රුපුනඹුවන් මත කෙතැ ඔහු ශතද බිජුනි දුනු ,true,2,ශතද බිජුනි,standard,"බිජුනි, බීජය","ශතද, තේජස ",තේජස නමැති බීජය,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
203,කව්සිළුමිණ,43,සිතිවිලි ලද ලියේ රත් නුවනත දෙපෙති හැඟවී,true,1,සිතිවිලි ලද ලියේ,standard,"සිතිවිලි, ලපටි වැල",සිතිවිලි,සිතිවිලි නමැති ලපටි වැල,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
204,කව්සිළුමිණ,44,දවත දස මඩුලු මඩිමිනොහු හද තෙදරැස් ,true,1,තෙදරැස් ,standard,"රැස්, කදම්බය","තෙද, තේජස ",තේජස නමැති කදම්බය,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
205,කව්සිළුමිණ,44,මෙහෙසුරු ගඟ මුහුදු වෙත් සැහැ නො කෙසේ එව් ඇසුරු,false,0,,,,,,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
206,කව්සිළුමිණ,45,මඩුතු එ සත්සර දියඅග තෙදග මඬලෙන් ,true,1,තෙදග ,standard,"ග, ගිනිධාරාව ","තෙද, තේජස  ",තේජස නමැති ගිනිධාරාව,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
207,කව්සිළුමිණ,45,සුරගඟ සිදසරන් කැන් වුහුටු සනහන්නසිනා,true,1,සුරගඟ,standard,"ගඟ, ගංගාව","සුර, අහස ",අහස නම් වූ ගංගාව,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
208,කව්සිළුමිණ,48,එ රජහු තද තෙදු දල තඹ වතුරු යතෙයින් ,true,1,තෙදු දල තඹ වතුරු,standard,"තඹ වතුරු, තඹ පැහැ ජලය","තෙදු දල, තේජස  ",තේජස නමැති තඹ පැහැ ජලය,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
209,කව්සිළුමිණ,48,රිණී රුපුබළ ගහළ මලගල් පයත් ගත් මෙන්,true,1,රුපුබළ ගහළ,standard,"ගහළ, කුණුකසල","රුපුබළ, සතුරු සේනා",සතුරු සේනා නමැති කුණුකසල,දඹදෙණි යුගය,දෙවන පරාක්‍රමබාහු රජු
